"customer_id","first_name","amount"
382,"Victor","1.99"
382,"Victor","2.99"
382,"Victor","4.99"
383,"Martin","7.99"
383,"Martin","2.99"
383,"Martin","2.99"
383,"Martin","2.99"
383,"Martin","7.99"
383,"Martin","2.99"
384,"Ernest","0.99"
384,"Ernest","0.99"
384,"Ernest","7.99"
384,"Ernest","5.99"
384,"Ernest","3.99"
384,"Ernest","9.99"
384,"Ernest","4.99"
385,"Phillip","2.99"
385,"Phillip","0.99"
385,"Phillip","0.99"
386,"Todd","3.99"
386,"Todd","2.99"
386,"Todd","5.99"
386,"Todd","0.99"
386,"Todd","2.99"
387,"Jesse","0.99"
387,"Jesse","0.99"
387,"Jesse","0.99"
387,"Jesse","0.99"
387,"Jesse","5.99"
387,"Jesse","4.99"
388,"Craig","6.99"
388,"Craig","0.99"
388,"Craig","5.99"
388,"Craig","4.99"
388,"Craig","7.99"
389,"Alan","4.99"
389,"Alan","4.99"
389,"Alan","3.99"
390,"Shawn","5.99"
390,"Shawn","2.99"
390,"Shawn","2.99"
390,"Shawn","7.99"
390,"Shawn","5.99"
391,"Clarence","0.99"
391,"Clarence","0.99"
391,"Clarence","2.99"
391,"Clarence","2.99"
391,"Clarence","2.99"
392,"Sean","6.99"
392,"Sean","2.99"
392,"Sean","2.99"
392,"Sean","4.99"
393,"Philip","6.99"
393,"Philip","1.99"
393,"Philip","2.99"
393,"Philip","4.99"
393,"Philip","2.99"
394,"Chris","4.99"
395,"Johnny","0.99"
395,"Johnny","0.99"
395,"Johnny","0.99"
395,"Johnny","4.99"
395,"Johnny","0.99"
395,"Johnny","6.99"
396,"Earl","1.99"
396,"Earl","4.99"
396,"Earl","6.99"
397,"Jimmy","5.99"
397,"Jimmy","1.99"
398,"Antonio","2.99"
398,"Antonio","6.99"
398,"Antonio","9.99"
399,"Danny","2.99"
399,"Danny","5.99"
400,"Bryan","0.99"
400,"Bryan","3.99"
400,"Bryan","6.99"
402,"Luis","4.99"
402,"Luis","4.99"
402,"Luis","2.99"
403,"Mike","4.99"
403,"Mike","8.99"
403,"Mike","3.99"
403,"Mike","4.99"
403,"Mike","6.99"
403,"Mike","5.99"
404,"Stanley","2.99"
404,"Stanley","4.99"
404,"Stanley","4.99"
404,"Stanley","2.99"
405,"Leonard","4.99"
405,"Leonard","0.99"
405,"Leonard","5.99"
405,"Leonard","3.99"
405,"Leonard","4.99"
405,"Leonard","5.99"
406,"Nathan","4.99"
406,"Nathan","3.99"
406,"Nathan","2.99"
406,"Nathan","0.99"
406,"Nathan","0.99"
406,"Nathan","7.99"
406,"Nathan","4.99"
407,"Dale","2.99"
407,"Dale","0.99"
408,"Manuel","4.99"
408,"Manuel","2.99"
408,"Manuel","2.99"
409,"Rodney","5.99"
409,"Rodney","8.99"
410,"Curtis","2.99"
410,"Curtis","2.99"
410,"Curtis","4.99"
410,"Curtis","5.99"
410,"Curtis","0.99"
410,"Curtis","4.99"
411,"Norman","0.99"
411,"Norman","2.99"
411,"Norman","0.99"
412,"Allen","2.99"
413,"Marvin","5.99"
413,"Marvin","4.99"
414,"Vincent","4.99"
414,"Vincent","9.99"
414,"Vincent","5.99"
415,"Glenn","4.99"
415,"Glenn","2.99"
416,"Jeffery","2.99"
416,"Jeffery","4.99"
416,"Jeffery","0.99"
416,"Jeffery","2.99"
416,"Jeffery","0.99"
417,"Travis","3.99"
418,"Jeff","2.99"
418,"Jeff","2.99"
418,"Jeff","2.99"
419,"Chad","2.99"
420,"Jacob","3.99"
420,"Jacob","0.99"
420,"Jacob","0.99"
421,"Lee","4.99"
421,"Lee","2.99"
421,"Lee","4.99"
422,"Melvin","0.99"
422,"Melvin","4.99"
422,"Melvin","2.99"
422,"Melvin","5.99"
423,"Alfred","3.99"
423,"Alfred","0.99"
423,"Alfred","6.99"
423,"Alfred","6.99"
423,"Alfred","8.99"
424,"Kyle","4.99"
424,"Kyle","6.99"
424,"Kyle","0.99"
425,"Francis","6.99"
426,"Bradley","6.99"
426,"Bradley","7.99"
426,"Bradley","2.99"
426,"Bradley","0.99"
426,"Bradley","0.99"
427,"Jesus","5.99"
427,"Jesus","3.99"
427,"Jesus","5.99"
427,"Jesus","1.99"
427,"Jesus","0.99"
428,"Herbert","3.99"
428,"Herbert","2.99"
428,"Herbert","3.99"
428,"Herbert","2.99"
428,"Herbert","0.99"
429,"Frederick","5.99"
429,"Frederick","2.99"
429,"Frederick","7.99"
429,"Frederick","2.99"
430,"Ray","0.99"
430,"Ray","2.99"
430,"Ray","2.99"
430,"Ray","6.99"
430,"Ray","0.99"
430,"Ray","0.99"
431,"Joel","2.99"
431,"Joel","4.99"
431,"Joel","3.99"
431,"Joel","4.99"
431,"Joel","2.99"
431,"Joel","6.99"
431,"Joel","8.99"
432,"Edwin","5.99"
432,"Edwin","2.99"
432,"Edwin","4.99"
434,"Eddie","0.99"
434,"Eddie","5.99"
434,"Eddie","7.99"
434,"Eddie","3.99"
434,"Eddie","3.99"
434,"Eddie","2.99"
434,"Eddie","2.99"
435,"Ricky","0.99"
435,"Ricky","0.99"
436,"Troy","9.99"
437,"Randall","5.99"
437,"Randall","2.99"
437,"Randall","2.99"
438,"Barry","4.99"
438,"Barry","0.99"
438,"Barry","0.99"
438,"Barry","4.99"
438,"Barry","4.99"
438,"Barry","0.99"
439,"Alexander","4.99"
439,"Alexander","0.99"
439,"Alexander","4.99"
439,"Alexander","2.99"
439,"Alexander","2.99"
439,"Alexander","6.99"
441,"Mario","4.99"
441,"Mario","4.99"
442,"Leroy","5.99"
442,"Leroy","0.99"
442,"Leroy","8.99"
442,"Leroy","2.99"
443,"Francisco","2.99"
444,"Marcus","0.99"
444,"Marcus","3.99"
444,"Marcus","1.99"
444,"Marcus","4.99"
444,"Marcus","7.99"
444,"Marcus","5.99"
446,"Theodore","4.99"
446,"Theodore","3.99"
446,"Theodore","6.99"
446,"Theodore","0.99"
446,"Theodore","2.99"
446,"Theodore","0.99"
447,"Clifford","0.99"
447,"Clifford","2.99"
447,"Clifford","4.99"
447,"Clifford","4.99"
448,"Miguel","5.99"
448,"Miguel","7.99"
448,"Miguel","0.99"
448,"Miguel","3.99"
448,"Miguel","5.99"
449,"Oscar","4.99"
449,"Oscar","0.99"
449,"Oscar","2.99"
450,"Jay","4.99"
450,"Jay","0.99"
450,"Jay","2.99"
450,"Jay","0.99"
450,"Jay","4.99"
450,"Jay","2.99"
450,"Jay","4.99"
451,"Jim","0.99"
451,"Jim","0.99"
451,"Jim","6.99"
451,"Jim","1.99"
451,"Jim","3.99"
451,"Jim","0.99"
451,"Jim","6.99"
452,"Tom","4.99"
452,"Tom","5.99"
452,"Tom","3.99"
452,"Tom","0.99"
452,"Tom","4.99"
452,"Tom","0.99"
452,"Tom","0.99"
453,"Calvin","5.99"
453,"Calvin","7.99"
453,"Calvin","4.99"
454,"Alex","4.99"
454,"Alex","7.99"
454,"Alex","1.99"
454,"Alex","4.99"
454,"Alex","5.99"
454,"Alex","5.99"
454,"Alex","2.99"
454,"Alex","9.99"
454,"Alex","2.99"
454,"Alex","4.99"
455,"Jon","1.99"
455,"Jon","1.99"
455,"Jon","2.99"
455,"Jon","0.99"
456,"Ronnie","2.99"
456,"Ronnie","0.99"
456,"Ronnie","5.99"
456,"Ronnie","6.99"
456,"Ronnie","4.99"
456,"Ronnie","0.99"
456,"Ronnie","2.99"
457,"Bill","4.99"
457,"Bill","0.99"
457,"Bill","0.99"
457,"Bill","7.99"
457,"Bill","4.99"
457,"Bill","3.99"
457,"Bill","0.99"
457,"Bill","2.99"
457,"Bill","2.99"
458,"Lloyd","5.99"
458,"Lloyd","0.99"
459,"Tommy","0.99"
459,"Tommy","2.99"
459,"Tommy","4.99"
459,"Tommy","0.99"
459,"Tommy","4.99"
459,"Tommy","0.99"
459,"Tommy","9.99"
460,"Leon","0.99"
461,"Derek","5.99"
461,"Derek","4.99"
462,"Warren","5.99"
462,"Warren","9.99"
462,"Warren","4.99"
463,"Darrell","2.99"
463,"Darrell","4.99"
463,"Darrell","2.99"
463,"Darrell","4.99"
464,"Jerome","4.99"
464,"Jerome","2.99"
465,"Floyd","2.99"
465,"Floyd","4.99"
465,"Floyd","8.99"
465,"Floyd","0.99"
466,"Leo","7.99"
466,"Leo","8.99"
466,"Leo","3.99"
466,"Leo","4.99"
466,"Leo","2.99"
467,"Alvin","8.99"
467,"Alvin","4.99"
467,"Alvin","9.99"
467,"Alvin","6.99"
468,"Tim","2.99"
468,"Tim","8.99"
468,"Tim","2.99"
468,"Tim","2.99"
468,"Tim","4.99"
468,"Tim","0.99"
469,"Wesley","0.99"
469,"Wesley","9.99"
470,"Gordon","0.99"
470,"Gordon","0.99"
470,"Gordon","7.99"
471,"Dean","4.99"
471,"Dean","2.99"
471,"Dean","2.99"
471,"Dean","4.99"
471,"Dean","4.99"
472,"Greg","4.99"
472,"Greg","6.99"
472,"Greg","5.99"
472,"Greg","0.99"
472,"Greg","4.99"
472,"Greg","0.99"
473,"Jorge","0.99"
473,"Jorge","2.99"
473,"Jorge","4.99"
473,"Jorge","4.99"
474,"Dustin","8.99"
474,"Dustin","7.99"
476,"Derrick","3.99"
476,"Derrick","0.99"
476,"Derrick","4.99"
476,"Derrick","2.99"
477,"Dan","6.99"
477,"Dan","2.99"
477,"Dan","10.99"
477,"Dan","4.99"
478,"Lewis","0.99"
478,"Lewis","4.99"
478,"Lewis","6.99"
478,"Lewis","8.99"
478,"Lewis","4.99"
478,"Lewis","4.99"
479,"Zachary","2.99"
479,"Zachary","3.99"
479,"Zachary","2.99"
479,"Zachary","3.99"
479,"Zachary","2.99"
479,"Zachary","6.99"
480,"Corey","0.99"
480,"Corey","0.99"
481,"Herman","2.99"
481,"Herman","4.99"
481,"Herman","4.99"
481,"Herman","0.99"
482,"Maurice","2.99"
482,"Maurice","0.99"
483,"Vernon","4.99"
483,"Vernon","0.99"
483,"Vernon","8.99"
484,"Roberto","3.99"
484,"Roberto","3.99"
484,"Roberto","4.99"
484,"Roberto","5.99"
485,"Clyde","2.99"
485,"Clyde","8.99"
486,"Glen","4.99"
486,"Glen","5.99"
486,"Glen","2.99"
486,"Glen","2.99"
487,"Hector","3.99"
488,"Shane","3.99"
488,"Shane","5.99"
489,"Ricardo","3.99"
489,"Ricardo","0.99"
489,"Ricardo","7.99"
489,"Ricardo","4.99"
490,"Sam","3.99"
491,"Rick","2.99"
491,"Rick","4.99"
491,"Rick","4.99"
491,"Rick","4.99"
491,"Rick","4.99"
491,"Rick","4.99"
491,"Rick","3.99"
492,"Lester","1.99"
492,"Lester","4.99"
492,"Lester","4.99"
492,"Lester","9.99"
493,"Brent","3.99"
493,"Brent","4.99"
493,"Brent","0.99"
493,"Brent","2.99"
494,"Ramon","2.99"
495,"Charlie","2.99"
495,"Charlie","4.99"
495,"Charlie","7.99"
495,"Charlie","3.99"
496,"Tyler","2.99"
497,"Gilbert","8.99"
497,"Gilbert","5.99"
497,"Gilbert","2.99"
497,"Gilbert","4.99"
498,"Gene","6.99"
498,"Gene","2.99"
498,"Gene","2.99"
498,"Gene","4.99"
498,"Gene","0.99"
498,"Gene","0.99"
499,"Marc","2.99"
499,"Marc","4.99"
499,"Marc","4.99"
499,"Marc","1.99"
500,"Reginald","5.99"
500,"Reginald","5.99"
500,"Reginald","3.99"
500,"Reginald","6.99"
500,"Reginald","2.99"
501,"Ruben","5.99"
501,"Ruben","7.99"
502,"Brett","7.99"
502,"Brett","0.99"
502,"Brett","0.99"
503,"Angel","4.99"
503,"Angel","2.99"
503,"Angel","0.99"
504,"Nathaniel","1.99"
504,"Nathaniel","6.99"
505,"Rafael","5.99"
505,"Rafael","4.99"
505,"Rafael","7.99"
505,"Rafael","5.99"
506,"Leslie","6.99"
506,"Leslie","2.99"
506,"Leslie","0.99"
506,"Leslie","9.99"
506,"Leslie","6.99"
507,"Edgar","4.99"
507,"Edgar","4.99"
507,"Edgar","4.99"
508,"Milton","4.99"
509,"Raul","2.99"
509,"Raul","4.99"
510,"Ben","5.99"
510,"Ben","0.99"
510,"Ben","0.99"
510,"Ben","8.99"
510,"Ben","0.99"
510,"Ben","0.99"
510,"Ben","8.99"
510,"Ben","5.99"
511,"Chester","2.99"
511,"Chester","2.99"
511,"Chester","10.99"
511,"Chester","4.99"
512,"Cecil","6.99"
512,"Cecil","4.99"
512,"Cecil","2.99"
513,"Duane","2.99"
513,"Duane","7.99"
513,"Duane","1.99"
514,"Franklin","4.99"
514,"Franklin","3.99"
514,"Franklin","0.99"
514,"Franklin","0.99"
514,"Franklin","2.99"
514,"Franklin","0.99"
515,"Andre","4.99"
515,"Andre","5.99"
515,"Andre","4.99"
515,"Andre","4.99"
515,"Andre","0.99"
515,"Andre","3.99"
516,"Elmer","4.99"
516,"Elmer","1.99"
516,"Elmer","10.99"
516,"Elmer","0.99"
516,"Elmer","0.99"
516,"Elmer","2.99"
517,"Brad","4.99"
517,"Brad","8.99"
517,"Brad","4.99"
517,"Brad","2.99"
517,"Brad","0.99"
518,"Gabriel","5.99"
518,"Gabriel","0.99"
519,"Ron","2.99"
519,"Ron","8.99"
519,"Ron","5.99"
520,"Mitchell","0.99"
520,"Mitchell","6.99"
520,"Mitchell","4.99"
521,"Roland","0.99"
521,"Roland","0.99"
522,"Arnold","3.99"
522,"Arnold","8.99"
522,"Arnold","2.99"
522,"Arnold","0.99"
523,"Harvey","6.99"
523,"Harvey","8.99"
523,"Harvey","7.99"
523,"Harvey","0.99"
524,"Jared","1.99"
524,"Jared","4.99"
524,"Jared","2.99"
525,"Adrian","2.99"
526,"Karl","4.99"
526,"Karl","0.99"
526,"Karl","7.99"
526,"Karl","2.99"
526,"Karl","2.99"
526,"Karl","4.99"
526,"Karl","2.99"
526,"Karl","6.99"
526,"Karl","6.99"
527,"Cory","2.99"
527,"Cory","0.99"
527,"Cory","0.99"
527,"Cory","2.99"
528,"Claude","2.99"
528,"Claude","4.99"
529,"Erik","1.99"
529,"Erik","0.99"
529,"Erik","0.99"
530,"Darryl","1.99"
530,"Darryl","0.99"
530,"Darryl","2.99"
531,"Jamie","2.99"
532,"Neil","4.99"
532,"Neil","3.99"
533,"Jessie","5.99"
533,"Jessie","0.99"
533,"Jessie","0.99"
533,"Jessie","2.99"
533,"Jessie","6.99"
533,"Jessie","0.99"
534,"Christian","4.99"
534,"Christian","2.99"
534,"Christian","0.99"
534,"Christian","1.99"
534,"Christian","4.99"
535,"Javier","4.99"
535,"Javier","4.99"
536,"Fernando","4.99"
536,"Fernando","2.99"
536,"Fernando","2.99"
537,"Clinton","2.99"
537,"Clinton","2.99"
537,"Clinton","8.99"
537,"Clinton","8.99"
538,"Ted","5.99"
538,"Ted","4.99"
538,"Ted","4.99"
538,"Ted","2.99"
539,"Mathew","3.99"
539,"Mathew","0.99"
539,"Mathew","4.99"
540,"Tyrone","2.99"
540,"Tyrone","4.99"
540,"Tyrone","2.99"
540,"Tyrone","3.99"
540,"Tyrone","3.99"
541,"Darren","2.99"
541,"Darren","6.99"
542,"Lonnie","4.99"
542,"Lonnie","10.99"
543,"Lance","4.99"
543,"Lance","2.99"
543,"Lance","4.99"
543,"Lance","2.99"
543,"Lance","5.99"
544,"Cody","1.99"
544,"Cody","10.99"
544,"Cody","0.99"
544,"Cody","2.99"
545,"Julio","2.99"
546,"Kelly","1.99"
546,"Kelly","0.99"
546,"Kelly","3.99"
546,"Kelly","5.99"
547,"Kurt","8.99"
548,"Allan","1.99"
548,"Allan","2.99"
548,"Allan","0.99"
549,"Nelson","2.99"
550,"Guy","6.99"
550,"Guy","3.99"
550,"Guy","4.99"
550,"Guy","2.99"
550,"Guy","9.99"
550,"Guy","10.99"
551,"Clayton","4.99"
551,"Clayton","3.99"
552,"Hugh","0.99"
552,"Hugh","4.99"
553,"Max","3.99"
553,"Max","8.99"
553,"Max","6.99"
554,"Dwayne","4.99"
554,"Dwayne","6.99"
554,"Dwayne","2.99"
554,"Dwayne","6.99"
555,"Dwight","1.99"
556,"Armando","6.99"
556,"Armando","5.99"
556,"Armando","0.99"
556,"Armando","4.99"
556,"Armando","6.99"
557,"Felix","0.99"
557,"Felix","6.99"
557,"Felix","3.99"
558,"Jimmie","4.99"
558,"Jimmie","1.99"
558,"Jimmie","4.99"
558,"Jimmie","4.99"
558,"Jimmie","10.99"
559,"Everett","4.99"
559,"Everett","0.99"
559,"Everett","4.99"
559,"Everett","1.99"
560,"Jordan","4.99"
560,"Jordan","1.99"
561,"Ian","2.99"
561,"Ian","2.99"
561,"Ian","4.99"
561,"Ian","4.99"
561,"Ian","5.99"
561,"Ian","0.99"
561,"Ian","4.99"
561,"Ian","4.99"
561,"Ian","0.99"
562,"Wallace","3.99"
562,"Wallace","4.99"
562,"Wallace","3.99"
562,"Wallace","4.99"
563,"Ken","4.99"
563,"Ken","0.99"
564,"Bob","2.99"
565,"Jaime","4.99"
565,"Jaime","5.99"
565,"Jaime","5.99"
566,"Casey","5.99"
566,"Casey","4.99"
566,"Casey","0.99"
566,"Casey","4.99"
567,"Alfredo","4.99"
567,"Alfredo","2.99"
568,"Alberto","4.99"
568,"Alberto","4.99"
568,"Alberto","0.99"
568,"Alberto","4.99"
568,"Alberto","1.99"
569,"Dave","6.99"
569,"Dave","5.99"
570,"Ivan","4.99"
570,"Ivan","4.99"
570,"Ivan","2.99"
570,"Ivan","5.99"
570,"Ivan","6.99"
570,"Ivan","3.99"
570,"Ivan","2.99"
571,"Johnnie","4.99"
571,"Johnnie","3.99"
571,"Johnnie","4.99"
571,"Johnnie","4.99"
571,"Johnnie","2.99"
571,"Johnnie","10.99"
572,"Sidney","10.99"
572,"Sidney","0.99"
572,"Sidney","0.99"
573,"Byron","4.99"
573,"Byron","5.99"
573,"Byron","1.99"
573,"Byron","7.99"
574,"Julian","0.99"
574,"Julian","5.99"
574,"Julian","0.99"
574,"Julian","0.99"
574,"Julian","6.99"
575,"Isaac","2.99"
575,"Isaac","2.99"
575,"Isaac","4.99"
576,"Morris","4.99"
576,"Morris","2.99"
576,"Morris","0.99"
576,"Morris","8.99"
576,"Morris","3.99"
576,"Morris","4.99"
576,"Morris","6.99"
577,"Clifton","3.99"
577,"Clifton","2.99"
577,"Clifton","6.99"
578,"Willard","6.99"
578,"Willard","4.99"
578,"Willard","2.99"
579,"Daryl","5.99"
579,"Daryl","3.99"
579,"Daryl","2.99"
580,"Ross","0.99"
581,"Virgil","3.99"
581,"Virgil","2.99"
581,"Virgil","4.99"
582,"Andy","2.99"
582,"Andy","7.99"
582,"Andy","0.99"
583,"Marshall","3.99"
583,"Marshall","9.99"
583,"Marshall","4.99"
583,"Marshall","5.99"
583,"Marshall","3.99"
583,"Marshall","0.99"
584,"Salvador","3.99"
584,"Salvador","6.99"
585,"Perry","0.99"
585,"Perry","7.99"
585,"Perry","0.99"
585,"Perry","3.99"
586,"Kirk","2.99"
586,"Kirk","0.99"
587,"Sergio","2.99"
587,"Sergio","4.99"
587,"Sergio","2.99"
587,"Sergio","4.99"
588,"Marion","2.99"
588,"Marion","6.99"
588,"Marion","7.99"
588,"Marion","2.99"
588,"Marion","3.99"
589,"Tracy","4.99"
589,"Tracy","4.99"
589,"Tracy","8.99"
589,"Tracy","8.99"
589,"Tracy","2.99"
590,"Seth","7.99"
590,"Seth","2.99"
590,"Seth","2.99"
590,"Seth","6.99"
590,"Seth","9.99"
591,"Kent","0.99"
591,"Kent","2.99"
591,"Kent","4.99"
592,"Terrance","6.99"
592,"Terrance","5.99"
592,"Terrance","2.99"
592,"Terrance","0.99"
592,"Terrance","7.99"
593,"Rene","5.99"
593,"Rene","4.99"
593,"Rene","4.99"
593,"Rene","4.99"
594,"Eduardo","5.99"
594,"Eduardo","4.99"
594,"Eduardo","2.99"
594,"Eduardo","6.99"
594,"Eduardo","0.99"
594,"Eduardo","1.99"
595,"Terrence","2.99"
595,"Terrence","4.99"
596,"Enrique","1.99"
596,"Enrique","1.99"
597,"Freddie","0.99"
597,"Freddie","4.99"
597,"Freddie","1.99"
598,"Wade","2.99"
599,"Austin","1.99"
599,"Austin","6.99"
599,"Austin","4.99"
599,"Austin","6.99"
202,"Carla","2.99"
202,"Carla","4.99"
202,"Carla","0.99"
202,"Carla","0.99"
203,"Tara","4.99"
203,"Tara","2.99"
203,"Tara","7.99"
203,"Tara","2.99"
204,"Rosemary","2.99"
204,"Rosemary","7.99"
204,"Rosemary","4.99"
204,"Rosemary","7.99"
204,"Rosemary","2.99"
204,"Rosemary","4.99"
205,"Eileen","2.99"
205,"Eileen","4.99"
205,"Eileen","0.99"
205,"Eileen","5.99"
206,"Terri","0.99"
206,"Terri","5.99"
206,"Terri","4.99"
207,"Gertrude","3.99"
208,"Lucy","0.99"
208,"Lucy","5.99"
208,"Lucy","0.99"
208,"Lucy","2.99"
208,"Lucy","0.99"
1,"Mary","5.99"
1,"Mary","0.99"
1,"Mary","9.99"
1,"Mary","4.99"
1,"Mary","4.99"
1,"Mary","0.99"
1,"Mary","3.99"
2,"Patricia","2.99"
3,"Linda","8.99"
3,"Linda","6.99"
3,"Linda","6.99"
3,"Linda","2.99"
4,"Barbara","4.99"
4,"Barbara","0.99"
4,"Barbara","2.99"
4,"Barbara","0.99"
4,"Barbara","0.99"
4,"Barbara","5.99"
5,"Elizabeth","3.99"
5,"Elizabeth","2.99"
5,"Elizabeth","4.99"
5,"Elizabeth","2.99"
5,"Elizabeth","4.99"
6,"Jennifer","3.99"
6,"Jennifer","2.99"
6,"Jennifer","0.99"
6,"Jennifer","0.99"
7,"Maria","0.99"
7,"Maria","2.99"
7,"Maria","0.99"
7,"Maria","4.99"
7,"Maria","0.99"
8,"Susan","2.99"
8,"Susan","5.99"
8,"Susan","4.99"
9,"Margaret","7.99"
9,"Margaret","4.99"
10,"Dorothy","4.99"
10,"Dorothy","4.99"
10,"Dorothy","3.99"
10,"Dorothy","0.99"
10,"Dorothy","0.99"
11,"Lisa","6.99"
11,"Lisa","7.99"
11,"Lisa","0.99"
12,"Nancy","5.99"
12,"Nancy","5.99"
12,"Nancy","5.99"
12,"Nancy","4.99"
12,"Nancy","2.99"
12,"Nancy","0.99"
13,"Karen","2.99"
13,"Karen","4.99"
13,"Karen","2.99"
13,"Karen","8.99"
14,"Betty","4.99"
15,"Helen","2.99"
15,"Helen","5.99"
15,"Helen","0.99"
16,"Sandra","6.99"
16,"Sandra","7.99"
16,"Sandra","7.99"
16,"Sandra","0.99"
17,"Donna","5.99"
17,"Donna","8.99"
17,"Donna","5.99"
18,"Carol","5.99"
18,"Carol","4.99"
18,"Carol","5.99"
18,"Carol","8.99"
19,"Ruth","2.99"
19,"Ruth","2.99"
19,"Ruth","2.99"
20,"Sharon","0.99"
20,"Sharon","3.99"
20,"Sharon","4.99"
20,"Sharon","4.99"
21,"Michelle","7.99"
21,"Michelle","4.99"
21,"Michelle","2.99"
21,"Michelle","4.99"
21,"Michelle","10.99"
22,"Laura","2.99"
23,"Sarah","1.99"
23,"Sarah","0.99"
23,"Sarah","5.99"
23,"Sarah","4.99"
23,"Sarah","2.99"
24,"Kimberly","2.99"
24,"Kimberly","2.99"
24,"Kimberly","4.99"
24,"Kimberly","5.99"
24,"Kimberly","7.99"
25,"Deborah","4.99"
25,"Deborah","2.99"
25,"Deborah","6.99"
25,"Deborah","8.99"
25,"Deborah","4.99"
25,"Deborah","4.99"
26,"Jessica","5.99"
26,"Jessica","4.99"
26,"Jessica","9.99"
26,"Jessica","3.99"
26,"Jessica","6.99"
26,"Jessica","4.99"
26,"Jessica","4.99"
27,"Shirley","4.99"
27,"Shirley","4.99"
27,"Shirley","2.99"
27,"Shirley","3.99"
27,"Shirley","2.99"
27,"Shirley","4.99"
27,"Shirley","1.99"
